"name","name_root","hypernym"
"toplayış","toplay","['işlem']"
"topluluk","topluluk","['bütün']"
"topluluk","topluluk","['orkestra', 'saz']"
"topluluk","topluluk","['topluluk']"
"topluluk","topluluk","['bütün', 'arada']"
"topluluk","topluluk","['küme']"
"topluluk adı","topluluk ad(i)","['topluluk ad i']"
"topluluk eki","topluluk ek","['teki']"
"topluluk ismi","topluluk isim","['şahıs']"
"topluluk sayısı","topluluk sayıs","['topluluk sayıs']"
"toplum","toplum","['var']"
"toplum","toplum","['fert']"
"toplumcu","toplumcu","['sosyalist', 'parti']"
"toplumculuk","toplumculuk","['ideal', 'ideoloj', 'toplumsal', 'toplum', 'siyas']"
"toplumcu gerçekçi","toplumcu gerçekçi","['kiş', 'insan']"
"toplumcu gerçekçilik","toplumcu gerçekçi","['olgu', 'gerçekçi', 'metaf', 'felsefe', 'gerçeklik']"
"toplumcu gerçekçilik","toplumcu gerçekçi","['roman', 'metaf', 'olgu', 'fenomen', 'fab']"
"toplumdaş","toplumdaş","['birey', 'fert']"
"toplumlaşma","toplumlaş","['toplumlaş']"
"toplumlaştırma","toplumlaş","['görev']"
"toplumsallaşma","toplumsallaş","['süreç', 'toplumsal', 'di']"
"toplumsallaştırma","toplumsallaş","['görev', 'di']"
"toplumsallaştırma","toplumsallaş","['görev', 'süreç', 'sistem', 'değer']"
"toplumsal bilim","toplumsal bilim","['toplum', 'bilim', 'toplumsal']"
"toplumsal bunalım","toplumsal bunalım","['bunalım', 'kriz']"
"toplumsal bütünleşme","toplumsal bütünleş","['amaç', 'görev', 'bütünleş', 'süreç']"
"toplumsal bütünleşme","toplumsal bütünleş","['bütünleş', 'öncelik', 'süreç', 'amaç', 'bütün']"
"toplumsal çözülme","toplumsal çözül","['süreç']"
"toplumsal davranış","toplumsal davranış","['iletişim', 'değer', 'toplumsal']"
"toplumsal dayanışma","toplumsal dayanışma","['görev', 'araç']"
"toplumsal değer","toplumsal değer","['değer']"
"toplumsal değişme","toplumsal değiş","['süreç', 'sürek', 'değişim', 'olgu']"
"toplumsal denge","toplumsal denge","['denge', 'bütün', 'düzen', 'bütünlük', 'bütünleş']"
"toplumsal farklılaşma","toplumsal farklılaş","['süreç', 'öncelik', 'ilk']"
"toplumsal gelişme","toplumsal geliş","['bütün', 'süreç']"
"toplumsal ilişki","toplumsal ilişki","['ilişki', 'bütün']"
"toplumsal yapı","toplumsal yapı","['toplum', 'sosyal', 'bütün']"
"toplumsal yardım","toplumsal yardım","['yardım', 'sosyal', 'toplumsal']"
"toplumsal yardım","toplumsal yardım","['yardımlaşma', 'yardım']"
"toplum bilimci","toplum bilimci","['toplum bilimci']"
"toplum bilimcilik","toplum bilimci","['felsefe', 'metaf', 'bilim', 'ideal']"
"toplum bilimi","toplum bilim","['felsefe', 'bilim']"
"toplum felsefesi","toplum felsefe","['felsefe', 'tali']"
"toplum içincilik","toplum içinci","['merkez', 'merkezi', 'vah']"
"toplum polisi","toplum polis","['polis', 'kolluk', 'devlet', 'mil']"
"toplum yapısı","toplum yapı","['toplum', 'sistem', 'aile', 'bütün']"
"toplu çalışım","topl çalışı","['görev', 'hizmet', 'grev']"
"toplu çalışma","topl çalış","['çalışma', 'görev', 'hizmet']"
"toplu durum","topl durum","['bütün', 'kriz']"
"toplu iğne","topl iğne","['iğne', 'adet']"
"toplu konut","toplu konut","['yapı', 'yerleşim', 'hizmet', 'ihtiyaç']"
"toplu sözleşme","topl sözleşme","['sözleşme', 'sözleşmenin', 'anlaşma']"
"toplu tabanca","topl tabanca","['tabanca', 'silah', 'top', 'tüfek']"
"toplu tartışma","topl tartış","['forum', 'sistem']"
"toplu taşıma","toplu taşıma","['araç', 'ulaşım', 'hizmet', 'sistem']"
"toplu taşımacılık","topl taşımacılık","['hizmet', 'araç', 'görev', 'sistem']"
"topoğraf","topoğraf","['bilim', 'mimar', 'mühendis', 'uzman', 'makina']"
"topoğrafik harita","topoğrafik harita","['harita', 'plan', 'sistem', 'şekil', 'bütün']"
"topoğrafya","topoğrafya","['harita', 'coğrafya', 'ölçme']"
"topoğrafya haritası","topoğrafya harita","['harita', 'plan', 'ölçü', 'bütün', 'ölçme']"
"topoloji","topoloji","['matematik', 'bilim', 'küme', 'ge', 'fizik']"
"toponimi","toponimi","['dil', 'kelime', 'yerde', 'bölge']"
"toprak","toprak","['su']"
"toprak","toprak","['ev', 'heykel', 'kale']"
"toprak","toprak","['toprak']"
"toprak","toprak","['cis', 'ka']"
"toprak","toprak","['ülke']"
"toprakbastı","toprakbas","['devlet', 'köy']"
"toprakçıl","toprakçıl","['hayvan', 'bitki', 'canlı']"
"topraklama","topraklama","['elektrik', 'iletken', 'elektro', 'makina']"
"topraklama","topraklama","['işlem', 'ha']"
"topraklandırma","topraklan","['ha']"
"topraklaşma","topraklaş","['topraklaş']"
"toprak bilimci","toprak bilim","['uzman', 'veteriner']"
"toprak bilimi","toprak bilim","['bilim', 'felsefe', 'fen', 'eğitim', 'do']"
"toprak boya","toprak boya","['madde', 'boya', 'element', 'madd']"
"toprak boya","toprak boya","['renk', 'reng', 'element', 'boya']"
"toprak çimento","toprak çimento","['madde', 'su', 'sıvı', 'hammadde']"
"toprak hukuku","toprak hukuk","['hukuk', 'hukuki']"
"toprak kayması","toprak kay","['afet', 'kaza', 'doğal', 'hareket']"
"toprak köleliği","toprak köle","['met', 'köle']"
"toprak kölesi","toprak köle","['köle']"
"toprak rengi","toprak reng","['kat', 'renkte', 'renk', 'reng']"
"toprak rengi","toprak reng","['yeşil', 'renk', 'reng', 'kahverengi', 'sarı']"
"toprak sıçanı","toprak sıçan","['fare', 'kedi', 'insan', 'tavşan', 'sıç']"
"toptancı","toptancı","['tüccar', 'mal']"
"toptancılık","toptancılık","['ticaret', 'alışveriş', 'tic', 'mal']"
"topuk","topuk","['cis', 'kemik', 'el']"
"topuk","topuk","['maden', 'cev', 'kütle']"
"topuk","topuk","['cis', 'diş']"
"topukdöven","topukdöven","['giysi', 'elbise', 'giy']"
"topuklama","topuklama","['ibadet']"
"topuk demiri","topuk demir","['erkek', 'dişi', 'mil', 'diş']"
"topuk kemiği","topuk kemiğ","['kemik', 'cis', 'diş', 'bilek', 'cisim']"
"topur","topur","['topa', 'top', 'tane']"
"topur","topur","['topa', 'tane']"
"toput","toput","['yerde', 'kaza']"
"topuz","topuz","['cis', 'topa', 'şekil']"
"topuz","topuz","['saç', 'topa', 'yüzde', 'ey']"
"topuz","topuz","['silah', 'topa', 'top', 'el']"
"topuzlu kilit","topuz kilit","['kilit', 'kapı', 'anahtar', 'sistem']"
"top ağaç","top ağaç","['top', 'topa', 'ağaç']"
"top altı","top altı","['yerde', 'km', 'kale', 'mahalle']"
"top altı","top altı","['kale', 'yerde', 'top', 'saha']"
"top arabası","top araba","['tekerlekli', 'at', 'bisiklet']"
"top atımı","top atım","['rit']"
"top çam","top çam","['ağaç']"
"top kandil","top kandil","['lamba', 'oda', 'tane', 'top']"
"top mermisi","top mermi","['topa', 'top', 'mermi']"
"top patlıcan","top patlıcan","['patlıcan', 'top']"
"top sağır","top sağır","['topa', 'yerde', 'el']"
"top sakal","top sakal","['müslüman']"
"top sakal","top sakal","['tak', 'sünnet', 'nevi', 'sakal']"
"top sürme","top sür","['refleks', 'araç']"
"top tekniği","top teknik","['refleks', 'beceri', 'araç', 'rit', 'yetenek']"
"top toplayıcı","top toplayı","['top toplayı']"
"top tüfek","top tüfek","['silah', 'nevi', 'araç']"
"top zambak","top zambak","['top', 'topa', 'zam', 'para']"
"torak","torak","['şe', 'ha']"
"torba","torba","['araç']"
"torba","torba","['poşet', 'cisim', 'cis']"
"torba","torba","['mal', 'am']"
"torbalama","torbalama","['is', 'işlem']"
"torbalanma","torbala","['is']"
"torba çay","torba çay","['torba', 'su', 'kola']"
"torba kadro","torba kadro","['torba', 'ki t', 'kadro', 'adet', 'ytl']"
"torba yoğurdu","torba yoğur","['yoğurt', 'su', 'çorba', 'tatlı']"
"toreador","toreador","['at', 'şah']"
"toreador","toreador","['at', 'efsane', 'spor', 'şah', 'yarış']"
"torero","torero","['şah', 'köle', 'at']"
"torik","torik","['balık', 'tatlı', 'balığı']"
"torluk","torluk","['torluk']"
"torna","torna","['vida', 'makine', 'araç']"
"tornacı","torna","['işçi', 'memur']"
"tornacılık","tornacı","['zan', 'meslek', 'tali']"
"tornado","tornado","['deniz', 'volkan', 'mil']"
"tornalama","tornalama","['makina', 'meslek', 'makine']"
"tornalanma","tornala","['makina', 'işlem']"
"tornalatma","tornalat","['makina', 'işlem']"
"tornavida","tornavida","['vida', 'alet', 'araç']"
"tornet","tornet","['araç', 'mil']"
"tornistan","tornistan","['makine', 'mil', 'gemi']"
"tornistan","tornistan","['tali']"
"torpido","torpido","['bot', 'tekne', 'araç', 'motosiklet']"
"torpido","torpido","['göz', 'göze', 'el', 'şah']"
"torpido bot","torpido bot","['gemi', 'savaş', 'araç', 'silah', 'asker']"
"torpido gözü","torpido göz","['ayna', 'göz', 'göze', 'el']"
"torpil","torpil","['silah', 'bomba', 'mermi']"
"torpil","torpil","['torpil']"
"torpil","torpil","['torpil']"
"torpilci","torpilci","['veli']"
"torpilcilik","torpilci","['meslek', 'tali']"
"torpilleme","torpille","['is']"
"torpillenme","torpillenme","['torpillenme']"
"torpil balığı","torpil balık","['balık', 'hayvan', 'insan']"
"tortu","tortu","['miktar', 'sıvı', 'madde', 'tabaka']"
"tortu","tortu","['şeyin', 'şeye']"
"tortu","tortu","['madde', 'sıvı']"
"tortu","tortu","['miktar', 'tabaka', 'madde', 'tane']"
"tortulanma","tortula","['is', 'işlem']"
"tortulaşma","tortulaş","['durum', 'süreç']"
"tortulaşma","tortulaş","['süreç', 'miktar']"
"tortullaşma","tortullaş","['süreç', 'özellik']"
"tortul bilimi","tortul bilim","['bilim', 'gök', 'yerde', 'yerin']"
"torum","torum","['deve', 'cen', 'şah']"
"torun","torun","['torun']"
"torun","torun","['torun']"
"toryum","toryum","['element', 'metal', 'atom', 'radyo', 'tor']"
"tor (III)","tor ( iii )","['cis', 'cisim', 'sabit']"
"tor (I)","tor ( i )","['ken']"
"tos","tos","['darbe']"
"tosbağa","tosbağa","['hayvan']"
"toslama","toslama","['is']"
"toslaşma","toslaş","['toslaş']"
"tost","tost","['ekmek', 'sandviç', 'yemek', 'tatlı']"
"tostçu","tostç","['müslüman']"
"tostçuluk","tostçu","['zan', 'is', 'meslek']"
"tost ekmeği","tost ekmek","['ekmek', 'sandviç', 'kıt', 'yiye']"
"tost makinesi","tost makine","['araç', 'makine', 'makina', 'kazan', 'alet']"
"tosun","tosun","['şah', 'sığır']"
"tosun","tosun","['ihtiyar']"
"tosuncuk","tosuncuk","['çocuk', 'erkek']"
"total","total","['sistem', 'devlet']"
"totalitarizm","totalitarizm","['sistem', 'ideoloj', 'anti', 'ille']"
"totem","totem","['özel']"
"totemcilik","totemcilik","['totemcilik']"
"totemizm","totemizm","['sistem', 'din', 'terim', 'felsefe']"
"toto (II)","toto ( ii )","['spor', 'terim']"
"toto (I)","toto ( i )","['cis']"
"toyaka","toyaka","['ip']"
"toycu","toycu","['toycu']"
"toydan","toydan","['cins']"
"toyga","toyga","['çorba', 'tatlı', 'yemek', 'mez']"
"toygar","toygar","['hayvan', 'ha', 'şah']"
"toyga çorbası","toyga çorba","['çorba', 'tatlı', 'mez']"
"toygiller","toygiller","['takım', 'bütün', 'küme', 'grup', 'aile']"
"toyluk","toyluk","['özellik']"
"toynak","toynak","['diş']"
"toynaklılar","toynaklı","['takım', 'aile', 'hayvan', 'bütün']"
"toy (III)","toy ( iii )","['kuş', 'hayvan']"
"toy (II)","toy ( ii )","['mahalle', 'sey']"
"tozan","tozan","['cüz', 'şeyin']"
"tozan","tozan","['yerde', 'yerin', 'mahal']"
"tozarma","tozar","['tozar']"
"tozlanma","tozla","['süreç', 'işlem']"
"tozlanma","tozla","['tozla']"
"tozlaşma","tozlaş","['üreme', 'süreç']"
"tozlaşma","tozlaş","['tozlaş']"
"tozlaştırma","tozlaş","['görev']"
"tozluk","tozluk","['elbise', 'ayakkabı']"
"tozpembe","tozpembe","['renkte', 'renk', 'elbise']"
"tozpembe","tozpembe","['renk', 'renkte', 'elbise']"
"tozuma","tozu","['tozu']"
"tozuntu","tozun","['madde', 'hava', 'cisim']"
"tozutma","tozut","['tozut']"
"toz bezi","toz bez","['bez', 'bezi']"
"toz boya","toz boya","['boya', 'renk', 'sıvı', 'madde']"
"toz bulutu","toz bulut","['hava', 'bulut', 'cisim']"
"toz duman","toz duman","['duman', 'hava', 'gaz', 'toz']"
"toz fırçası","toz fırça","['fırça', 'diş', 'araç']"
"toz maskesi","toz maske","['maske', 'tak', 'mucize', 'önlem']"
"toz sabun","toz sabun","['su', 'sabun', 'sıvı']"
"toz şeker","toz şeker","['gram', 'kat', 'miktar', 'şeker']"
"toz toprak","toz toprak","['küme', 'yığın', 'bütün']"
"toz (II)","toz ( ii )","['cis', 'madde', 'element']"
"toz (II)","toz ( ii )","['madde', 'element', 'cis', 'sıvı']"
"toz (II)","toz ( ii )","['element', 'madde', 'sıvı', 'cis']"
"toz (I)","toz ( i )","['cis', 'element', 'madde', 'cisim']"
"töhmet","töhmet","['vaka']"
"töhmet","töhmet","['ceza', 'zan']"
"töhmetlendirme","töhmetlendirme","['sistem']"
"tökezleme","tökezleme","['tökezleme']"
"tökezlenme","tökezlenme","['tökezlenme']"
"tökezletme","tökezlet","['tökezlet']"
"tökezme","tökezme","['tökezme']"
"tömbeki","tömbeki","['tütün', 'içki', 'sigara', 'alkollü']"
"tör","tör","['tör']"
"töre","töre","['töre']"
"töre","töre","['töre']"
"töreci","töreci","['töreci']"
"törecilik","törecilik","['terbiye']"
"törelcilik","törelci","['ahlâk', 'ahlak', 'erdem']"
"törellik","törel","['tör', 'görev']"
"tören","tören","['kut', 'tören', 'ibadet', 'kutlama']"
"tören","tören","['rit', 'tören', 'kut']"
"tören birliği","tören birlik","['tören', 'mil']"
"tören düzeni","tören düzen","['tören', 'düzen', 'protokol', 'bütün']"
"töresizlik","töresiz","['töresiz']"
"töretanımazlık","töretanımaz","['sistem', 'değer']"
"töre bilimi","töre bilim","['felsefe', 'ahlak', 'ahlâk', 'din', 'bilim']"
"töre cinayeti","töre cinayet","['intihar', 'cinayet', 'tör', 'ceza', 'öldürme']"
"töre dışıcılık","töre dışıcı","['ahlâk', 'af']"
"törpü","törpü","['ede', 'süs', 'tör']"
"törpü","törpü","['ede', 'araç']"
"törpüleme","törpüle","['ibadet']"
"törpülenme","törpüle","['törpüle']"
"törpületme","törpület","['ibadet']"
"töskürme","töskür","['hastalık', 'kaza']"
"töskürtme","töskürtme","['töskürtme']"
"tövbe","tövbe","['af', 'terk']"
"tövbe ayları","tövbe ay","['ayın', 'aylık', 'arada']"
"töz","töz","['töz']"
"töz","töz","['şe']"
"tözcülük","tözcülük","['kut', 'fab', 'rit']"
"Trabzon hurması","trabzon hurma","['hurma', 'meyve']"
"Trabzon hurması","trabzon hurma","['hurma', 'ağaç', 'meyve']"
"Trabzon yağı","trabzon yağ","['su', 'maya', 'nevi']"
"tradisyon","tradisyon","['rit', 'eğlence', 'hobi']"
"tradisyonel","tradisyonel","['sistem']"
"trafik","trafik","['kaza', 'araç', 'taksi']"
"trafik","trafik","['araç', 'bütün', 'ulaşım']"
"trafik","trafik","['araç', 'ulaşım', 'bütün', 'sistem']"
"trafikçi","trafikçi","['polis', 'memur']"
"trafik akımı","trafik akım","['km', 'sabit']"
"trafik akışı","trafik akış","['şeri', 'araç', 'taksi']"
"trafik işaretleri","trafik işaret","['bütün', 'araç', 'mil', 'nevi']"
"trafik lambası","trafik lamba","['ışık', 'lamba', 'işaret', 'gösterge']"
"trafik müfettişi","trafik müfettiş","['memur', 'polis']"
"trafik şeridi","trafik şerid","['dizi', 'şeri', 'sıra']"
"trafo","trafo","['elektrik', 'elektro', 'enerji', 'iletken', 'traf']"
"trafo","trafo","['elektrik', 'şehir', 'enerji', 'makina']"
"tragedya","tragedya","['fab', 'fenomen']"
"trahom","trahom","['hastalık', 'göz', 'kör', 'bulaşıcı']"
"trajedi","trajedi","['traj', 'dram', 'fab']"
"trajedi","trajedi","['traj', 'kaza', 'fab']"
"trajikleşme","trajikleş","['durum']"
"trajikomedi","trajikomedi","['traj', 'komedi', 'drama', 'dram']"
"trake","trake","['akciğer', 'delik', 'ven', 'kesi']"
"trake","trake","['akciğer', 'ven', 'cis', 'vak']"
"trakeit","trakeit","['akciğer', 'kanser', 'tik', 'bakteri']"
"trakeliler","trakeli","['akciğer', 'bütün', 'grup']"
"trakit","trakit","['volkan', 'fosil', 'dağ', 'bitki']"
"traksiyon","traksiyon","['akciğer', 'kesi', 'vak', 'cerrahi', 'ameliyat']"
"traktör","traktör","['makine', 'araç', 'makina']"
"traktörcü","traktörc","['traktörc']"
"traktörcü","traktörc","['araç', 'sürücü', 'işçi']"
"traktörcülük","traktörcü","['meslek', 'zan', 'hobi']"
"trakunya","trakunya","['balık', 'deniz', 'göl']"
"trampa","trampa","['para', 'mal', 'araç', 'met']"
"trampet","trampet","['davul']"
"trampetçi","trampetçi","['trampetçi']"
"trampetçilik","trampetçilik","['meslek']"
"tramplen","tramplen","['ip', 'bisiklet', 'sabit', 'at']"
"tramplen","tramplen","['kayak', 'bisiklet', 'dans', 'pist']"
"tramplen","tramplen","['ip', 'araç']"
"tramvay","tramvay","['taksi', 'araç', 'tramvay']"
"tramvay hattı","tramvay hatt","['mil', 'tramvay', 'gar']"
"trança","trança","['balık', 'deniz']"
"trans","trans","['sema']"
"trans","trans","['ruh']"
"transandantal","transandantal","['sistem', 'madde', 'cis', 'cisim', 'organ']"
"transandantalizm","transandantalizm","['deney', 'fenomen', 'teori', 'metaf']"
"transfer","transfer","['transfer', 'nak']"
"transfer","transfer","['nak']"
"transfer","transfer","['para', 'transfer', 'spor', 'met']"
"transformasyon","transformasyon","['süreç', 'değişim', 'biçim']"
"transformatör","transformatör","['iletken', 'makine', 'makina', 'elektrik', 'enerji']"
"transformizm","transformizm","['değişim', 'dönüşüm', 'metaf']"
"transfüzyon","transfüzyon","['işlem', 'vak', 'organ']"
"transistör","transistör","['elektro', 'elektrik', 'enerji', 'iletken', 'sabit']"
"transit","transit","['katar', 'tren', 'trans']"
"transit","transit","['süre']"
"transit","transit","['geçiş', 'mal', 'ülke', 'geç']"
"transkripsiyon","transkripsiyon","['çeviri', 'dil', 'kelime', 'metin', 'yazı']"
"transliterasyon","transliterasyon","['dil', 'çeviri', 'ek', 'di']"
"transmisyon","transmisyon","['sistem', 'araç', 'mekanik', 'motor', 'organ']"
"transplantasyon","transplantasyon","['organ', 'ameliyat', 'tedavi', 'mucize', 'müdahale']"
"transport","transport","['süreç', 'nakliye', 'bütün']"
"transport","transport","['nakliye', 'nakliyat', 'terim', 'araç']"
"tranş","tranş","['hayvan', 'nevi']"
"trap","trap","['trap']"
"trap","trap","['heykel', 'elbise']"
"trapez","trapez","['araç', 'araba', 'taksi', 'otomobil', 'dans']"
"trapez","trapez","['rit', 'bisiklet', 'dans', 'j']"
"trapezci","trapezci","['müslüman', 'yahudi']"
"tras","tras","['tüf', 'volkan']"
"trata","trata","['balık', 'göl', 'balıkçı']"
"travers","travers","['ray', 'araç', 'vida']"
"traverten","traverten","['şe', 'maden']"
"travesti","travesti","['erkek', 'gay', 'evli', 'kadın']"
"travma","travma","['fiziksel', 'kaza', 'travma', 'yaralanma']"
"travma","travma","['kaza', 'yaralanma', 'travma', 'bedensel']"
"travmatoloji","travmatoloji","['cerrahi', 'tedavi', 'branş', 'müdahale', 'uzmanlık']"
"tremolit","tremolit","['mineral', 'element', 'metal', 'asit', 'su']"
"tren","tren","['tren', 'lokomotif', 'yük']"
"trençkot","trençkot","['elbise', 'ceket']"
"tretuvar","tretuvar","['cadde', 'yol', 'otopark', 'mahalle', 'kaldırım']"
"treyler","trey","['araç', 'araba', 'tr', 'kamyon']"
"trias","trias","['deniz', 'kale']"
"triatlon","triatlon","['spor', 'bisiklet', 'yarış', 'atlet']"
"triatlon","triatlon","['spor', 'dans', 'yarış', 'yarışma']"
"tribün","tribün","['seyirci', 'kapalı', 'meydan', 'cami']"
"triftong","triftong","['ünlü', 'kelime']"
"trigonometri","trigonometri","['matematik', 'bilim', 'ölçü', 'ilim', 'ölçme']"
"trigonometrik","trigonometrik","['ölçme', 'işlem', 'sistem', 'sabit']"
"triko","triko","['cins']"
"triko","triko","['elbise', 'tr', 'giysi']"
"trikosefal","trikosefal","['lez', 'hasta']"
"trikotaj","trikotaj","['meslek', 'makine', 'makina', 'işyeri']"
"trikotajcı","trikotajcı","['ha']"
"trikotajcılık","trikotajcılık","['meslek', 'hizmet', 'işyeri']"
"triloji","triloj","['hastalık', 'tik', 'fenomen']"
"trilyon","trilyon","['milyar', 'pi']"
"trilyon","trilyon","['kere', 'milyar', 'trilyon', 'kat', 'katrilyon']"
"trilyoner","trilyoner","['zengin']"
"trilyonerlik","trilyoner","['yüzde', 'miktar']"
"trilyonluk","trilyonluk","['miktar', 'nice', 'yüzde', 'değer']"
"trilyonluk","trilyonluk","['servet', 'zengin', 'mal', 'fakir']"
"trinketa","trinketa","['yelken', 'mil', 'tekne', 'deniz']"
"tripoli","tripoli","['maden', 'basamak']"
"triportör","triportör","['araç', 'araba']"
"triptik","triptik","['araç', 'araba', 'otomobil', 'mal']"
"trişin","triş","['dişi', 'çeşidi']"
"triton","triton","['pi', 'element', 'atom', 'cis', 'çekirdek']"
"trityum","trityum","['hidrojen', 'element', 'atom', 'enerji', 'kütle']"
"Troçkici","troçkici","['müslüman', 'yahudi']"
"Troçkicilik","troçkici","['sosyalist', 'marks', 'ideoloj', 'burjuva', 'ideal']"
"trok","trok","['değiş', 'mal', 'değişim', 'para']"
"trol","trol","['balık', 'tekne', 'balıkçı', 'tr']"
"trolcü","trolc","['trolc']"
"troleybüs","troleybüs","['otobüs', 'taksi', 'tramvay', 'tren']"
"trombon","trombon","['rit', 'enstrüman', 'elektro', 'orkestra']"
"tromboncu","tromboncu","['işçi', 'hasta']"
"tromp","tromp","['pencere', 'ge']"
"trompet","trompet","['nefes', 'rit', 'orkestra', 'do']"
"trompetçi","trompetçi","['trompetçi']"
"trompetçilik","trompetçilik","['meslek', 'hobi', 'dans']"
"tropik","tropik","['bölge', 'deniz', 'yerde']"
"tropika","tropika","['gezegen']"
"tropika","tropika","['kuşak', 'bölge', 'nes']"
"tropikal","tropikal","['bölge', 'ülke']"
"tropikal bitki","tropikal bitki","['bitki', 'orman', 'ağaç']"
"tropikal bölge","tropikal bölge","['orman', 'bütün', 'bölge', 'deniz']"
"tropikal iklim","tropikal iklim","['trop', 'iklim', 'değişken']"
"tropikal kuşak","tropikal kuşak","['sıcak', 'trop', 'bölge']"
"tropikal orman","tropikal orman","['orman', 'ağaç', 'bitki', 'ekosistem']"
"tropik kuşu","tropik kuş","['deniz', 'balık', 'denizde', 'insan']"
"tropizm","tropizm","['trop']"
"troplar","trop","['gerçek']"
"troposfer","troposfer","['gezegen', 'galak', 'deniz', 'katman', 'mete']"
"trotinet","trotinet","['oyuncak', 'araç', 'hayvan']"
"troyka","troyka","['araba', 'at', 'araç']"
"troyka","troyka","['takım', 'birlik']"
"tröst","tröst","['tekel', 'tarikat', 'anonim', 'şirket', 'parti']"
"truakar","truakar","['elbise', 'erkek', 'giysi']"
"truakar","truakar","['giysi', 'elbise', 'giy', 'kıyafet']"
"trup","trup","['tiyatro', 'orkestra', 'oyun']"
"trük","trük","['tr', 'dans', 'film']"
"tuba","tuba","['orkestra', 'saz', 'keman', 'zil']"
"Tuba (II)","tuba ( ii )","['cin', 'kah', 'şe']"
"tufan","tufan","['vah', 'kıt', 'sel', 'vak']"
"tufan","tufan","['sel', 'vah', 'vak', 'afet']"
"tufan","tufan","['vak', 'sel']"
"tufeylilik","tufeylilik","['tufeylilik']"
"tugay","tugay","['alay', 'bütün', 'kaza', 'bölü']"
"tuğ","tuğ","['kuş']"
"tuğ","tuğ","['kut', 'tu', 'asa', 'takı']"
"tuğamiral","tuğamiral","['amiral', 'asker', 'general', 'er', 'kumanda']"
"tuğamirallik","tuğamirallik","['derece', 'rütb', 'kademe']"
"tuğamirallik","tuğamirallik","['görev', 'vazife', 'rütb', 'makam', 'derece']"
"tuğbay","tuğbay","['asker', 'er', 'emir', 'subay', 'jandarma']"
"tuğbaylık","tuğbaylık","['görev', 'hizmet']"
"tuğcu","tuğcu","['asker', 'memur', 'han']"
"tuğgeneral","tuğgeneral","['asker', 'general', 'emir', 'subay', 'kumanda']"
"tuğgenerallik","tuğgeneral","['rütb', 'derece', 'görev', 'vazife', 'terfi']"
"tuğgenerallik","tuğgeneral","['rütb', 'makam', 'görev', 'memur', 'vazife']"
"tuğla","tuğla","['tuğla', 'yapı', 'ka', 'ev', 'doğal']"
"tuğlacı","tuğlacı","['ric']"
"tuğlacılık","tuğlacı","['tali', 'zan', 'meslek']"
"tuğla harmanı","tuğla harman","['mes', 'cami', 'har']"
"tuğra","tuğra","['simg', 'kut', 'işaret', 'sembol']"
"tuğra","tuğra","['er']"
"tuğrakeş","tuğrakeş","['asker', 'şah']"
"tuğrakeşlik","tuğrakeşlik","['tuğrakeşlik']"
"tuğrakeşlik","tuğrakeşlik","['görev']"
"tuğrik","tuğrik","['para', 'kelime', 'kur', 'harf', 'dil']"
"tuğrul","tuğrul","['asker', 'er']"
"tuğyan","tuğyan","['su']"
"tuhafiye","tuhafiye","['nevi']"
"tuhafiyeci","tuhafiyeci","['tuhafiyeci']"
"tuhafiyecilik","tuhafiyeci","['zan', 'nevi']"
"tuhafiye dükkânı","tuhafiye dükkân","['mahalle', 'dükkân', 'ma']"
"tuhaflaşma","tuhaflaş","['ille']"
"tuhaflık","tuhaflık","['ille']"
"tuhaflık","tuhaflık","['ille']"
"tul","tul","['cm', 'parça', 'kat']"
"tul","tul","['ey', 'san', 'yerde']"
"tulu","tul","['tu', 'su', 'gök']"
"tuluat","tuluat","['oyun', 'rit', 'dans', 'temsil']"
"tuluatçı","tuluatç","['sanatçı', 'ressam', 'mimar']"
"tuluatçılık","tuluatçılık","['zan', 'meslek']"
"tuluat tiyatrosu","tuluat tiyatro","['tiyatro', 'halk', 'oyun']"
"tuluk","tuluk","['elbise']"
"tulum","tulum","['elbise', 'nevi']"
"tulum","tulum","['giysi', 'elbise', 'giy', 'parça', 'kıyafet']"
"tulum","tulum","['parça']"
"tulum","tulum","['saz', 'nevi', 'davul']"
"tulum","tulum","['giysi', 'tu', 'elbise']"
"tulumba","tulumba","['araç', 'alet']"
"tulumba","tulumba","['araç', 'alet']"
"tulumbacı","tulumbac","['sey', 'za']"
"tulumbacı","tulumbac","['tulumbac']"
"tulumbacı","tulumbac","['müslüman']"
"tulumbacılık","tulumbacı","['meslek', 'zan', 'hobi']"
"tulumbacılık","tulumbacı","['nevi', 'meslek']"
"tulumba kolu","tulumba kol","['mil']"
"tulumba tatlısı","tulumba tatlı","['tatlı', 'hamur', 'yemek']"
"tulumcu","tulumc","['müslüman']"
"tulumcuk","tulumcuk","['su', 'balık', 'deniz']"
"tulumcuk","tulumcuk","['kulak', 'kes', 'parça']"
"tulumlular","","['köle', 'takım', 'erkek']"
"tulumsular","tulumsu","['aile', 'cemaat', 'müslüman']"
"tulum peyniri","tulum peynir","['beyaz', 'peynir', 'ekmek']"
"tulup","tulup","['elbise', 'kumaş', 'met']"
"tulyum","tulyum","['element', 'metal', 't', 'karbon', 'maden']"
"tul derecesi","tul derece","['kat', 'cm', 'metre', 'derece']"
"tumağı","tumağ","['tu', 'hayvan', 'nevi']"
"tuman","tuman","['elbise', 'giy']"
"tumba","tumba","['tumba']"
"tumba","tumba","['yatak']"
