"name","name_root","hypernym"
"bulucu","buluc","['araç', 'alet']"
"buluculuk","bulucu","['bulucu']"
"bulundurma","bulundur","['def']"
"bulundurulma","bulundurulma","['görev', 'hizmet']"
"bulunma","bulun","['bulun']"
"bulunma durumu","bulun durum","['lok']"
"buluntu","buluntu","['mal', 'var']"
"buluntu","buluntu","['çocuk']"
"buluntu","buluntu","['eski', 'yerde']"
"buluş","buluş","['bilme', 'deneme']"
"buluş","buluş","['ilk', 'yeni']"
"buluş","buluş","['yeni', 'icat', 'yöntem', 'bilme', 'ilk']"
"buluş","buluş","['yeni', 'düşünce', 'deneme']"
"buluşma","buluşma","['buluşma']"
"buluşma yeri","buluş yer","['mes', 'mahalle', 'mahal']"
"buluşturma","buluştur","['mes']"
"buluşulma","","['']"
"buluş hakkı","bul hak","['kişiye', 'kimsenin', 'kişinin']"
"bulut","bulut","['hava', 'cis', 'cisim']"
"bulut","bulut","['şim', 'küme', 'bulut', 'yerde']"
"bulut","bulut","['bulut']"
"bulutçuk","bulutçuk","['küme', 'şim']"
"bulutlanma","bulutla","['bulutla']"
"bulutsu","bulut","['gök', 'cisim', 'cis']"
"bulutsuzluk","bulutsuzluk","['hava', 'hâl']"
"bulvar","bulvar","['cadde', 'mahalle', 'meydan', 'yol', 'sokak']"
"bumbar","bumbar","['örtü', 'elbise', 'kap']"
"bumbar","bumbar","['hayvan', 'mide', 'kelime', 'organ']"
"bumbar","bumbar","['yemek', 'kebap', 'et']"
"bumerang","bumerang","['av', 'at', 'kale']"
"bumlama","bumla","['işlem']"
"bun","bun","['kaza']"
"bunaklık","bunaklık","['hâl']"
"bunalım","bunalım","['kriz', 'bunalım']"
"bunalım","bunalım","['bunalım', 'hastalık']"
"bunalım","bunalım","['bunalım']"
"bunalım","bunalım","['bunalım', 'kriz']"
"bunalım","bunalım","['bunalım', 'tehlike']"
"bunalış","bunalış","['bunalış']"
"bunalma","bunal","['bunal']"
"bunaltı","bunaltı","['hâl', 'başka']"
"bunaltıcılık","bunaltıcı","['hâl']"
"bunaltılma","bunalt","['bunalt']"
"bunaltma","bunalt","['is']"
"bunama","bunama","['ate', 'nef', 'am']"
"bunayış","bunayış","['bunayış']"
"buncağız","buncağız","['buncağız']"
"bungalov","bungalov","['ev', 'evin', 'evi', 'oda', 'villa']"
"bungalov","bungalov","['ev', 'evin', 'oda', 'daire', 'evi']"
"bungunlaşma","bungunlaş","['bungunlaş']"
"bungunlaştırma","bungunlaş","['bungunlaş']"
"bungunluk","bungunluk","['yüzde']"
"bunluk","bunluk","['bunluk']"
"bunma","bun","['durum', 'hâl']"
"bura","bura","['mahalle', 'köy']"
"burağan","burağan","['hava', 'şim']"
"Burak","burak","['rab', 'deve']"
"buralı","bura","['müslüman', 'müslüman', 'rum', 'zat']"
"burası","burası","['köy', 'mahalle']"
"burcu","burc","['burc']"
"burcuma","burcuma","['burcuma']"
"burçak","burçak","['yem', 'bitki', 'meyve', 'tahıl']"
"burçak","burçak","['bitki', 'yem', 'meyve']"
"Burçlar Kuşağı","burç kuşağ","['burç', 'derece', 'bütün', 'burc', 'dizi']"
"burç (II)","burç ( ii )","['burç ii']"
"burç (I)","burç ( i )","['burç', 'takım', 'burc']"
"burç (I)","burç ( i )","['mil', 'cis', 'burç', 'metal']"
"burç (I)","burç ( i )","['kale', 'kule', 'burç', 'ka']"
"burdurma","burdurma","['burdurma']"
"burgaç","burgaç","['şekil', 'kütle', 'yerde']"
"burgata","burgata","['boyun', 'ad']"
"burgu","burg","['del', 'diş', 'ka']"
"burgu","burg","['diş', 'alet', 'iğne']"
"burgu","burg","['delik', 'vida', 'deli', 'del', 'iğne']"
"burgu","burg","['saz', 'tel']"
"burgulama","burgulama","['işlem']"
"burgulanma","burgula","['işlem']"
"burgu makarna","burg makarna","['sos', 'ekmek', 'yemek', 'makarna']"
"burhan","burhan","['cami']"
"burhan","burhan","['türk', 'türk', 'han']"
"burjuvalık","burjuva","['burjuva', 'sınıf', 'met']"
"burjuvazi","burjuvazi","['burjuva', 'sınıf', 'işçi', 'halk', 'devlet']"
"burjuva edebiyatı","burjuva edebiyat","['burjuva', 'fab', 'halk', 'ede']"
"burkma","burk","['is']"
"burkucu","burkucu","['makina']"
"burkuculuk","burkucu","['burkucu']"
"burkulma","burkul","['kaza']"
"burlesk","burlesk","['komik', 'komedi', 'traj', 'mizah']"
"burma","burma","['burma']"
"burma","burma","['bilek', 'kolye', 'inci', 'takı']"
"burma","burma","['şekil', 'diş', 'et']"
"burma","burma","['mes']"
"burma","burma","['mus', 'cami', 'su', 'mes']"
"burma","burma","['yün', 'kumaş', 'iplik']"
"burma","burma","['ot', 'bitki', 'yem', 'sebze']"
"burma","burma","['meyve', 'met', 'tatlı', 'incir']"
"burma","burma","['tatlı', 'hamur', 'çiğ']"
"burnunun dibi","burn dib","['burn dib']"
"burnu büyüklük","burun büyüklük","['kimsenin', 'kişinin', 'insan']"
"burs","burs","['para', 'ayın', 'öğretim', 'meb']"
"burs","burs","['am']"
"burtlak","burtlak","['yerde', 'yere']"
"buru","bur","['kale']"
"buruklaşma","buruklaş","['durum']"
"burukluk","burukluk","['burukluk']"
"burukluk","burukluk","['başka']"
"burulma","burulma","['burulma']"
"burulma dayanımı"," dayanım","['kat', 'd', 'cm', 'hayli']"
"burun","burun","['deniz', 'burun', 'kulak', 'ayna']"
"burun","burun","['burun']"
"burun","burun","['çene', 'cis', 'diş']"
"burun","burun","['kulak', 'akciğer', 'cis', 'göze', 'sin']"
"Burundili","burundil","['müslüman', 'rum', 'kabil', 'müslüman']"
"burunduruk","burunduruk","['diş', 'çene', 'kulak', 'pen']"
"burunlama","burunlama","['muayene']"
"burunluk","burunluk","['organ', 'kulak', 'dil', 'burun', 'diş']"
"burunsak","burunsak","['organ', 'diş', 'çene', 'akciğer']"
"burunsak","burunsak","['organ', 'ip', 'diş', 'hayvan']"
"burunsalık","burunsalık","['organ', 'cisim', 'akciğer', 'sistem']"
"buruntu","burun","['hastalık', 'ağrı', 'bağırsak', 'organ']"
"burun boşlukları","burun boşluk","['bütün', 'akciğer', 'kulak', 'delik', 'vücut']"
"burun deliği","burun delik","['delik', 'kulak', 'sin']"
"burun direği","burun direk","['kemik', 'diş', 'cis', 'dir', 'çene']"
"burun kanadı","burun kana","['delik', 'sin', 'akciğer', 'b', 'kulak']"
"burun otu","burun ot","['şifa']"
"burun perdesi","burun perde","['perde', 'ayna', 'pencere', 'göz', 'kulak']"
"buruşma","buruş","['buruş']"
"buruşturma","buruşturma","['buruşturma']"
"buruşukluk","buruşuk","['özellik', 'durum', 'hastalık']"
"buruşukluk","buruşuk","['yüzde', 'hastalık', 'belirti', 'problem']"
"buse","buse","['melek']"
"buselik","buselik","['makam', 'saz', 'sema', 'rit', 'vez']"
"buselikaşiran","buselikaşiran","['makam', 'saz', 'tar']"
"buşon","buşon","['şişe', 'şe', 'ş']"
"but","but","['cis', 'organ', 'kemik', 'beden']"
"but","but","['et', 'hayvan', 'parça']"
"butafor","butafor","['sahne', 'heykel', 'araç']"
"butaforcu","butaforcu","['uzman', 'mimar', 'profesyonel', 'mühendis']"
"butaforculuk","butaforculuk","['meslek', 'mesle', 'sey', 'is']"
"butik","butik","['han', 'dükkan', 'dükkân', 'işyeri', 'mağaza']"
"butikçi","butikçi","['butikçi']"
"butikçilik","butikçilik","['müesses', 'meslek', 'işyeri']"
"butik otel","butik otel","['otel', 'özel', 'konaklama', 'butik']"
"butlan","butlan","['sey']"
"butlan","butlan","['sey', 'bat']"
"butlan","butlan","['def', 'dava']"
"buton","buton","['kumanda', 'gösterge', 'makine', 'düğ', 'sistem']"
"buut","buut","['boyut', 'cisim']"
"buut","buut","['uzunluk', 'cm']"
"buydurma","buydur","['is']"
"buyma","buyma","['buyma']"
"buyot","buyot","['su', 'ip', 'ateş']"
"buyruk","buyruk","['emir', 'emr']"
"buyruk","buyruk","['buyruk']"
"buyrukçu","buyrukç","['buyrukç']"
"buyrukçuluk","buyrukçu","['nef']"
"buyruk kulu","buyruk kul","['emir']"
"buyrulma","buyrul","['buyrul']"
"buyrultu","buyrultu","['irade', 'emr']"
"buyrultu","buyrultu","['emir', 'kanun']"
"buyurganlık","buyurgan","['ille']"
"buyurma","buyurma","['buyurma']"
"buyuru","buyur","['emir', 'emr']"
"buyurucu","buyuruc","['emir']"
"buyuruculuk","buyurucu","['buyurucu']"
"buz","buz","['madde', 'cis', 'su']"
"buz","buz","['sıvı', 'su', 'kar', 'katı']"
"buzağı","buzak","['sığır', 'hayvan', 'erg']"
"buzağılama","buzağıla","['is', 'meslek']"
"buzağılaşma","buzağılaş","['buzağılaş']"
"buzcu","buzcu","['ric']"
"buzculuk","buzculuk","['meslek', 'müesses', 'tic']"
"buzçözer","buzçözer","['alet', 'cisim', 'araç']"
"buzdolabı","buzdolabı","['raf', 'buzdolabı', 'depo', 'makine', 'fırın']"
"buzhane","buzhane","['depo', 'su', 'işyeri']"
"buzhane","buzhane","['işyeri', 'cami', 'mes']"
"buzkıran","buzkıran","['gemi', 'araç', 'kale', 'deniz']"
"buzla","buz","['içe', 'olan', 'arada']"
"buzlanma","buzlan","['buzlan']"
"buzlaşma","buzlaş","['buzlaş']"
"buzluğan","buzluğan","['tepe', 'km', 'zirve']"
"buzluk","buzluk","['bölme', 'kap', 'hacim']"
"buzluk","buzluk","['kap', 'buzdolabı', 'hacim', 'su']"
"buzlu cam","buz cam","['cam', 'ayna', 'pencere']"
"buzlu cam","buz cam","['cam', 'cis']"
"buzuki","buzuki","['rit', 'lir', 'dans', 'caz', 'keman']"
"buzul","buzul","['kütle', 'dağ', 'şe']"
"buzullaşma","buzullaş","['afet', 'süreç']"
"buzullaşma","buzullaş","['süre']"
"buzul bilimci","buzul bilimci","['uzman', 'insan', 'bilim']"
"buzul bilimi","buzul bilim","['bilim', 'teori', 'felsefe', 'fizik', 'coğrafya']"
"Buzul Çağı"," çağ","['çağ', 'ara', 'dönem', 'çağın']"
"Buzul Dönemi","buzul dönem","['çağ', 'dönem', 'çağın', 'geçiş']"
"buzul kar","buzul kar","['küme', 'kütle']"
"buzul kaynağı","buzul kaynak","['su', 'akarsu', 'şe', 'nehir', 'göl']"
"buzul masası","buzul masa","['kütle', 'cis']"
"buzul seli","buzul sel","['sel', 'su', 'afet', 'deprem', 'ır']"
"buzul taş","buzul taş","['more', 'mete', 'kere']"
"buz alanı","buz alan","['km', 'mil', 'deniz', 'göl']"
"buz dağı","buz dağ","['galak']"
"buz dansı","buz dans","['dans', 'rit', 'spor', 'hobi']"
"buz duvarı","buz duvar","['duvar']"
"buz hokeyi","buz hokey","['spor', 'futbol', 'dans', 'kale']"
"buz kalıbı","buz kalıb","['kap', 'su']"
"buz pateni","buz paten","['spor', 'dans', 'hobi', 'eğlence']"
"buz pateni","buz paten","['hobi', 'spor', 'dans', 'mil']"
"buz torbası","buz torba","['tedavi', 'cis', 'protez', 'bakteri']"
"buz yalağı","buz yalak","['şe', 'ha']"
"bücürlük","bücürlük","['hâl']"
"büfe","büfe","['dükkan', 'dükkân', 'işyeri', 'büfe', 'mağaza']"
"büfe","büfe","['yemek', 'masa']"
"büfe","büfe","['masa', 'büfe', 'tab', 'yemek']"
"büfeci","büfeci","['memur']"
"büfecilik","büfeci","['işyeri', 'müesses', 'meslek', 'hizmet']"
"Bügdüz","bügdüz","['boy', 'boyu', 'boyun', 'boyunda']"
"büğeme","büğe","['büğe']"
"büğet","büğet","['göl', 'şe']"
"büğlü","büğlü","['saz', 'keman']"
"bühtan","bühtan","['ille', 'nef']"
"bük","bük","['meyve', 'tane', 'bitki']"
"bük","bük","['dere', 'göl']"
"bük","bük","['süre']"
"bük","bük","['dere']"
"büken","büken","['kas', 'eklem', 'cis']"
"büklük","bük","['ova', 'göl']"
"büklüm","büklüm","['kat', 'cisim', 'tabaka']"
"büklüm","büklüm","['yerde']"
"bükme","bükme","['işlem', 'yöntem']"
"bükme","bükme","['iplik', 'işlem', 'ip']"
"bükme","bükme","['işlem']"
"büktürme","büktür","['işlem']"
"bükücü","büküc","['büküc']"
"bükücülük","bükücü","['meslek', 'mesle']"
"büküç","büküç","['köşe', 'yerde']"
"bükülgenlik","bükülgen","['özellik', 'değer', 'sabit']"
"bükülme","bükül","['bükül']"
"bükülüş","bükül","['şekil', 'işlem']"
"büküm","büküm","['kat', 'şekil']"
"büküm","büküm","['işlem', 'makina']"
"büküm","büküm","['kere', 'yüzde', 'kat']"
"bükün","bükün","['kelime', 'harf', 'dil']"
"bükünlü dil","bükün dil","['dil', 'kelime', 'türkçe', 'dizi']"
"bükünme","bükün","['işlem']"
"büküntü","bükün","['iz', 'şekil', 'biçim', 'sürek']"
"büküntü","bükün","['ağrı', 'hastalık']"
"büküntü","bükün","['sürek', 'süre', 'yerde']"
"büküş","büküş","['işlem', 'şekil']"
"bülbül","bülbül","['bülbül']"
"bülbül","bülbül","['insan', 'ses', 'b', 'kuş']"
"bülbülkonağı","bülbülkonak","['tatlı']"
"bülbülleşme","bülbülleş","['bülbülleş']"
"bülbülyuvası","bülbülyuva","['tatlı', 'yemek']"
"bülbül çanağı","bülbül çanak","['bülbül çanak']"
"bülten","bülten","['haber', 'bülten', 'aylık', 'duyuru']"
"bülten","bülten","['dergi', 'gazete', 'haber', 'aylık']"
"büluğ","büluğ","['yaş', 'ergen']"
"büluğ çağı","büluğ çağ","['yaş', 'ergenlik', 'süre']"
"bünye","bünye","['bütün']"
"bünye","bünye","['cis']"
"bürgü","bürgü","['perde', 'sure']"
"bürgü","bürgü","['elbise', 'örtü']"
"bürgü","bürgü","['elbise', 'çarşaf', 'örtü']"
"bürgü","bürgü","['elbise']"
"büro","büro","['oda', 'daire', 'işyeri', 'idare']"
"büro","büro","['işyeri', 'idare', 'daire']"
"büro","büro","['şube', 'daire', 'işyeri', 'idare']"
"büro","büro","['oda', 'masa', 'daire', 'kat', 'idare']"
"bürokrasi","bürokrasi","['araç', 'idare']"
"bürokrasi","bürokrasi","['devlet', 'sistem']"
"bürokrasi","bürokrasi","['idare', 'devlet', 'sistem']"
"bürokrat","bürokrat","['devlet', 'memur']"
"bürokrat","bürokrat","['memur', 'meb']"
"bürudet","bürudet","['su', 'yerde']"
"bürük","bürük","['ip', 'iplik', 'mal']"
"bürük","bürük","['elbise', 'örtü']"
"bürük","bürük","['kat', 'ev', 'ka']"
"bürümcek","bürümcek","['cin', 'şer']"
"bürümcük","bürümcük","['elbise', 'örtü', 'giysi']"
"bürümcük","bürümcük","['elbise', 'kumaş', 'ta']"
"bürümcük","bürümcük","['elbise', 'kumaş', 'parça']"
"bürümçek","bürümçek","['bürümçek']"
"bürüme","bürüme","['ibadet']"
"bürünme","bürün","['bürün']"
"büst","büst","['heykel', 'beden', 'elbise', 'yerde']"
"büst","büst","['heykel', 'ma', 'a']"
"büstiyer","büstiyer","['elbise', 'giysi', 'aksesuar', 'üst']"
"bütan","bütan","['met', 'benzin', 'lpg', 'gaz', 'yakıt']"
"bütçe","bütçe","['yüzde', 'mal']"
"bütçe","bütçe","['mal', 'para', 'bütçe', 'yüzde']"
"bütçeleme","bütçele","['hizmet']"
"bütçe açığı","bütçe açık","['yüzde', 'açık', 'bütçe', 'cari']"
"bütçe dengesi","bütçe denge","['yüzde', 'denge', 'bütçe', 'cari', 'sabit']"
"bütçe dengesi","bütçe denge","['yüzde', 'denge', 'bütçe', 'cari', 'sabit']"
"bütçe yılı","bütçe yıl","['yılın', 'takvim']"
"büten","büten","['karbon', 'su', 'sıvı', 'met', 'alk']"
"bütüncüllük","bütüncül","['bütüncül']"
"bütüncü ekonomi","bütüncü ekonomi","['bütün', 'ekonomi', 'sistem', 'iktisat', 'küme']"
"bütünleme","bütünle","['bütün', 'sistem', 'dizi']"
"bütünleme","bütünle","['sınav', 'sına', 'deneme', 'test', 'ölçme']"
"bütünleme sınavı","bütünle sınav","['ek', 'ders', 'sınav']"
"bütünlenme","bütünlen","['bütünlen']"
"bütünler açı","bütün açı","['bütün açı']"
"bütünleşme","bütünleş","['süreç']"
"bütünletme","bütünlet","['bütünlet']"
"bütünleyici","bütünley","['bütünley']"
"bütünleyicilik","bütünleyici","['bütünleyici']"
"bütünlük","bütünlük","['bütün']"
"bütünsellik","bütünsel","['bütün']"
"büve","büve","['bo', 'hayvan', 'sinek']"
"büvelek","büvelek","['büvelek']"
"büvet (II)","büvet ( ii )","['büfe', 'mal']"
"büyü","büyü","['af', 'şer', 'hile']"
"büyü","büyü","['şer', 'sihir', 'mucize']"
"büyücü","büyücü","['cin']"
"büyücü","büyücü","['kah', 'cin']"
"büyücülük","büyücü","['zan']"
"Büyükayı","büyükayı","['gök', 'yıldız']"
"büyükbaş","büyükbaş","['hayvan', 'sığır', 'hayvanın', 'hayvanı', 'sürü']"
"büyükelçi","büyükelçi","['devlet', 'yabancı', 'türk']"
"büyükelçilik","büyükelçilik","['bina', 'daire', 'cami', 'idare', 'oda']"
"büyükelçilik","büyükelçilik","['daire', 'idare', 'makam']"
"büyükelçilik","büyükelçilik","['makam', 'kurum', 'daire']"
"büyüklenme","büyüklen","['ille', 'tama']"
"büyüklük","büyüklük","['ham']"
"büyüklük","büyüklük","['derece', 'yüce', 'ham']"
"büyüklük hastalığı","büyüklük hastalık","['tik', 'yüzde']"
"büyükseme","büyükse","['büyükse']"
"büyükşehir","büyükşehir","['il', 'ilçe', 'mahalle', 'kasaba']"
"büyük abdest","büyük abdest","['abdest', 'farz', 'hac', 'af']"
"büyük aile","büyük aile","['aile', 'bütün']"
"büyük amiral","büyük amiral","['asker', 'amiral', 'general']"
"büyük ana","büyük ana","['baba', 'veli']"
"büyük anne","büyük anne","['baba', 'köle', 'erkek']"
"büyük atardamar","büyük atardamar","['akciğer', 'kalbin', 'kalp', 'kalb', 'kan']"
"büyük baba","büyük baba","['dede', 'dede']"
"büyük çember","büyük çember","['çember', 'düzlem', 'küme', 'halka', 'daire']"
"büyük dalga","büyük dalga","['radyo', 'dalga', 'frekans', 'rad']"
"büyük defter","büyük defter","['defter', 'bilanço', 'defteri', 'para']"
"büyük hanım","büyük hanım","['evli', 'yaşlı', 'müslüman']"
"büyük harf","büyük harf","['harf', 'ma', 'kelime', 'mil']"
"büyük kalori","büyük kalori","['kalori', 'enerji', 'kg', 'kilo', 'gram']"
"büyük kan dolaşımı","büyük kan dolaşım","['bütün', 'refleks', 'rit']"
"büyük mağaza","büyük mağaza","['avm', 'mağaza', 'dükkan', 'alışveriş']"
"büyük mevlit ayı","büyük mevlit ay","['ayın', 'sema']"
"büyük orta","büyük orta","['derece', 'yerde', 'derecede']"
"büyük önerme","büyük önerme","['kut', 'öner']"
"büyük para","büyük para","['para', 'yüzde', 'kat']"
"büyük peder","büyük peder","['baba']"
"büyük sesli uyumu","büyük ses uyum","['özellik', 'derece']"
"büyük tansiyon","büyük tansiyon","['cm', 'yüzde', 'p', 'mil']"
"büyük terim","büyük terim","['yüklem', 'küme', 'terim', 'ek']"
"büyük tövbe ayı","büyük tövbe ay","['ayın']"
"büyük ünlü uyumu","büyük ünlü uyum","['ses', 'türkçe']"
"büyüleme","büyüle","['ibadet']"
"büyüleniş","büyüle","['süre']"
"büyülenme","büyülen","['ibadet']"
"büyüleyici","büyüleyici","['büyüleyici']"
"büyüleyicilik","büyüleyici","['özellik', 'mucize', 'fenomen']"
"büyüleyiş","büyüle","['rit', 'büyü']"
"büyülteç","büyülteç","['ayna', 'aygıt', 'araç']"
"büyültme","büyült","['büyült']"
"büyültme","büyült","['işlem', 'yöntem', 'araç', 'başka']"
"büyüme","büyüme","['büyüme', 'üretim']"
"büyüme","büyüme","['büyüme', 'süre', 'sürekli']"
"büyüme hızı","büyü hız","['yüzde', 'ortalama', 'yılda']"
"büyümseme","büyümse","['büyümse']"
"büyüteç","büyüteç","['alet', 'ayna']"
"büyütken doku"," doku","['ken', 'sabit', 'hücre']"
"büyütme","büyü","['büyü']"
"büyütme","büyü","['büyü']"
"büyütme","büyü","['ölçme', 'yüzde', 'sabit', 'değer']"
"büyütülme","","['']"
"büyütürlük","büyütür","['değer', 'özellik']"
"büyütüş","büyütüş","['şekil']"
"büyüyüş","büyüy","['büyüme']"
"büz","büz","['küme']"
"büzdürme","büzdür","['büzdür']"
"büzgen","büzgen","['şekil', 'eklem', 'kas', 'disk', 'çember']"
"büzgü","büzg","['iplik', 'ip', 'dikiş']"
"büzgüleme","büzgüle","['işlem']"
"büzgülemek","büzgüle","['şekil']"
"büzme","büz","['büz']"
"büzme","büz","['rit', 'süre']"
"büzüktaş","büzüktaş","['büzüktaş']"
"büzülme","büzül","['büzül']"
"büzülüş","büzül","['rit']"
"büzüşme","büzüş","['büzüş']"
"b tipi fon","b tip fon","['b', 'a', 'b']"
"caba","caba","['miktar']"
"caba","caba","['sey', 'para', 'met']"
"cacık (II)","cacık ( ii )","['bitki']"
"cacık (I)","cacık ( i )","['tatlı', 'ca', 'çorba', 'yemek']"
"cadalozlaşma","cadalozlaş","['cadalozlaş']"
"cadalozluk","cadalozluk","['zan']"
"cadde","cadde","['mahalle', 'cadde', 'yol', 'sokak']"
"cadı","cadı","['deli', 'cin', 'cadı']"
"cadı","cadı","['deli', 'cin']"
"cadı","cadı","['deli', 'cin', 'kah']"
"cadılaşma","cadılaş","['süre']"
"cadılık","cadılık","['am']"
"cadısüpürgesi","cadısüpürge","['ağaç', 'hayvan', 'meyve', 'bitki']"
"cadısüpürgesi","cadısüpürge","['mantar', 'bitki', 'hastalık', 'bakteri', 'ken']"
"cadı kazanı","cadı kazan","['cadı kazan']"
"cafcaf","cafcaf","['sey']"
"cafcaf","cafcaf","['cafcaf']"
"Caferi","caferi","['şii', 'sünni', 'alevi']"
"Caferilik","caferilik","['mezheb', 'mezhep', 'tarikat', 'ibadet']"
"cağlık","cağlık","['ça', 'sey', 'oda']"
"cağ kebabı","cağ kebab","['mez', 'kebap', 'tab']"
"cağ (III)","cağ ( iii )","['ev', 'mahalle', 'mahal']"
"cağ (III)","cağ ( iii )","['delik', 'deli', 'del']"
"cağ (II)","cağ ( ii )","['mal']"
"cağ (I)","cağ ( i )","['yerde']"
"cahiliye","cahiliye","['süre']"
"cahiliyet","cahiliyet","['ceh']"
"cahillik","cahillik","['ille', 'ceh']"
"cahillik","cahillik","['ceh', 'ille']"
"cahillik","cahillik","['ceh', 'ille', 'hata']"
"caize","caize","['ma', 'hediye']"
"caize","caize","['ka']"
"caize","caize","['nas']"
"caka","caka","['met']"
"cakacı","cakac","['ric']"
"cakacılık","cakacı","['mez', 'nef', 'ibadet']"
"cakalanma","cakala","['ibadet', 'sey']"
"cam","cam","['kadeh', 'içki']"
"cam","cam","['sır', 'ka', 'cam']"
"cam","cam","['cis', 'cisim']"
"cam","cam","['pencere']"
"camadan","camadan","['yelek', 'elbise', 'gömlek']"
"camadan","camadan","['yelken', 'tekne', 'gemi', 'deniz']"
"cambaz","cambaz","['cambaz']"
"cambaz","cambaz","['cambaz']"
"cambaz","cambaz","['er', 'asker']"
"cambaz","cambaz","['şah']"
"cambaz","cambaz","['cambaz']"
"cambazhane","cambazhane","['han', 'ma', 'mes']"
"cambazlık","cambaz","['ille']"
"cambazlık","cambaz","['cambaz']"
"cambazlık","cambaz","['zan', 'meslek']"
"camcı","camcı","['camcı']"
"camcı","camcı","['camcı']"
"camcılık","camcılık","['meslek', 'zan']"
"camcılık","camcılık","['meslek', 'zan', 'hobi']"
"camcı elması","camcı elmas","['elmas', 'mil', 'pi', 'kes']"
"camcı macunu","camcı macun","['ka', 'nevi']"
"camekân","camekân","['bahçe', 'sera']"
"camekân","camekân","['hamam', 'oda', 'cami']"
"camekân","camekân","['ayna', 'lamba']"
"camekân","camekân","['sera', 'vitrin', 'müze']"
"camekân","camekân","['oda', 'yapı', 'sera', 'bölme', 'cam']"
"camekânlı kutu","camekân kutu","['tv', 'tv']"
"camevi","camev","['dükkân', 'dükkan', 'han', 'işyeri']"
"camevi","camev","['ev', 'yapı']"
"camgöbeği","camgöbeği","['renk', 'renkte', 'ışık', 'cam']"
"camgöbeği","camgöbeği","['renkte', 'renk', 'reng']"
"camgöz","camgöz","['balık', 'köpek', 'cins', 'hayvan']"
"camgüzeli","camgüzeli","['bitki', 'ağaç', 'kına', 'çiçek']"
"camız","camız","['hayvan', 'ağaç']"
"camia","camia","['cemaat']"
"cami (I)","cami ( i )","['ma', 'cami', 'mes']"
"camlama","camlama","['ibadet']"
"camlanma","camla","['ibadet']"
"camlaşma","camlaş","['camlaş']"
"camlatma","camlat","['ibadet']"
"camlık","camlık","['ev', 'çerçeve', 'bahçe', 'oda']"
"camlık","camlık","['bahçe', 'sera', 'ev', 'evin']"
"camlı köşk","cam köşk","['oda', 'ev', 'kale', 'evin', 'han']"
"cam çivisi","cam çivi","['cm', 'tel', 'mil']"
"cam kanatlılar","cam kanatlı","['hayvan', 'kuş', 'nevi', 'kelebek']"
"cam macunu","cam macun","['nevi', 'bakıma', 'cam', 'kaplama']"
"cam mozaik","cam mozaik","['heykel', 'resim', 'moza']"
"cam resim","cam resim","['resim', 'heykel', 'ayna']"
"cam suyu","cam su","['cam', 'su', 'sıvı', 'mum', 'ışık']"
"cam yuvası","cam yuva","['oda', 'ev', 'sera', 'evin']"
"cam yünü","cam yün","['hammadde', 'kaplama', 'boya', 'reç', 'poli']"
"can","can","['şah']"
"can","can","['can']"
"can","can","['cüz', 'cis']"
"can","can","['can', 'var']"
"can","can","['can', 'cana']"
"can","can","['vah', 'cüz']"
"can","can","['can']"
"can","can","['vah', 'can']"
"can","can","['can']"
"canan","canan","['can']"
"canan","canan","['can', 'cana']"
"cananlık","cananlık","['cananlık']"
"canavar","canavar","['hayvan', 'şah', 'av']"
"canavar","canavar","['cin']"
"canavar","canavar","['şah']"
"canavar","canavar","['cin', 'şah', 'var']"
"canavar","canavar","['cin']"
"canavarlaşma","canavarlaş","['canavarlaş']"
"canavarlık","canavar","['nef', 'hâl']"
"canavar düdüğü","canavar düdüğ","['dü', 'zil']"
"canavar düdüğü","canavar düdüğ","['zil', 'dü']"
"canavar otu","canavar ot","['bitki', 'hayvan', 'ağaç', 'çiçek']"
"canavar otugiller","canavar ","['fam', 'cins']"
"cana yakınlık","can yakınlık","['can yakınlık']"
"cancağız","cancağız","['var']"
"canciğerlik","canciğerlik","['hâl']"
"candanlık","candan","['candan']"
"canevi","canev","['his', 'kalp']"
"canevi","canev","['nef', 'organ', 'cis']"
"canfes","canfes","['elbise']"
"canfes","canfes","['elbise', 'met']"
"canfeza","canfeza","['makam', 'na', 'saz']"
"cangıl","cangıl","['cin']"
"cangıl","cangıl","['cangıl']"
"cangıl cungul","cangıl cungul","['ses', 'sey', 'cin', 'sesle']"
"cangıl cungul","cangıl cungul","['ses', 'sey', 'yerde']"
"cani","can","['can']"
"cani","can","['ha', 'şah']"
"canilik","canilik","['sey', 'can']"
"canip","canip","['can', 'sey']"
"cankulağı","cankulak","['cankulak']"
"cankurtaran","cankurtaran","['cankurtaran']"
"cankurtaran","cankurtaran","['araç', 'görevli', 'ambulans', 'itfaiye']"
"cankurtaranlık","cankurtaranlık","['görev', 'meslek']"
"cankurtaran çanı","cankurtaran çan","['dü', 'zil']"
"cankurtaran düdüğü","cankurtaran düdüğ","['zil', 'dü']"
"cankurtaran gemisi","cankurtaran gemi","['san', 'gemi', 'deniz']"
"cankurtaran kulübesi","cankurtaran kulübe","['kale', 'kulübe', 'çadır', 'adet']"
"cankurtaran salı","cankurtaran salı","['nevi', 'mil']"
"cankurtaran sandalı","cankurtaran sandal","['nevi', 'gemi']"
"cankurtaran simidi","cankurtaran simid","['sim', 'bilek']"
"cankurtaran şamandırası","cankurtaran şamandıra","['su']"
"cankurtaran yeleği","cankurtaran yelek","['can', 'araç', 'şah']"
